_start,_stop,_time,G_A_100-200_Vermogen_W,IoT_lokaal_Vermogen_W,PV_IoT_Vermogen_W,G_o_total_Vermogen_kW,G_OB_VermogenL1_kW,G_OB_VermogenL2_kW,G_OB_VermogenL3_kW,Lemcko_Afname_kW,Lemcko_Pvproductie_kW,De_Reactor_Afname_W,De_Reactor_Productie_W,Penta_Afname_kW,Penta_Pvproductie_kW,Penta_WKKproductie_kW,AD_IDC_afname_W,AD_IDC_Pvproductie_W,GebA_300-500
units,units,units,W,W,W,kW,kW,kW,kW,kW,kW,W,W,kW,kW,kW,W,W,kW
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-08-31T22:15:00Z,,-41.82777778,-16,70.65039193,0.140068027,1.102517007,0.06,1.09452962,1.09452962,730.2444444,-4,,,,18168.03111,48.65222222,31.3054603
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-08-31T22:30:00Z,,-41.94777778,-16,71.69239418,0.143945578,1.215821918,0.059931507,1.003226751,1.003226751,732.6222222,-4,,,,18240.26667,48.57333333,32.26261608
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-08-31T22:45:00Z,,-41.40444444,-16,68.27987287,0.08,0.908435374,0.06,1.055489123,1.055489123,730.1533333,-4,,,,17770.85333,48.38333333,29.9733397
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-08-31T23:00:00Z,,-41.56555556,-16,67.35728595,0.079931973,1.230680272,0.059931973,1.083491167,1.083491167,733.3088889,-4,,,,17457.93667,48.24777778,29.58416183
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-08-31T23:15:00Z,,-40.89333333,-16,68.99842908,0.079795918,1.399589041,0.059589041,1.003719067,1.003719067,789.9311111,-4,,,,17290.32778,47.97555556,31.39994063
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-08-31T23:30:00Z,,-41.11888889,-16,69.08483254,0.079931507,1.178843537,0.06,1.052662558,1.052662558,777.2688889,-4,,,,17330.60778,48.32,31.80380843
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-08-31T23:45:00Z,,-41.57333333,-16,68.22021111,0.079931973,1.031292517,0.059931973,1.05307939,1.05307939,730.5866667,-4,,,,17951.11222,48.40777778,29.61785357
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T00:00:00Z,,-41.51444444,-16,67.87596686,0.08,1.044353741,0.059863946,1.03580269,1.03580269,728.0488889,-4,,,,19367.67111,48.43222222,30.4007007
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T00:15:00Z,,-41.61111111,-16,68.90479644,0.08,0.938231293,0.059931973,1.052679335,1.052679335,730.9211111,-4,,,,18345.43,48.67,32.01447971
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T00:30:00Z,,-41.87777778,-16,68.05161384,0.08,0.940680272,0.059931507,1.055972506,1.055972506,727.6844444,-4,,,,17968.44778,48.65,30.74642199
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T00:45:00Z,,-41.90222222,-16,66.53562169,0.08,1.322260274,0.059795918,1.021028403,1.021028403,732.6811111,-4,,,,18088.92556,48.40888889,29.05190149
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T01:00:00Z,,-41.95333333,-16,69.48515827,0.08,0.955782313,0.06,1.071924934,1.071924934,731.8188889,-4,,,,18403.19444,48.68,31.81830597
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T01:15:00Z,,-41.85888889,-16,69.85873398,0.08,1.257959184,0.059931507,1.056924015,1.056924015,802.1144444,-4,,,,17858.82333,48.47666667,31.6987692
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T01:30:00Z,,-41.90444444,-16,67.51765953,0.08,1.18760274,0.059387755,0.999957618,0.999957618,767.6022222,-4,,,,17657.27778,48.47888889,30.42560588
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T01:45:00Z,,-41.87444444,-16,66.42926363,0.079931973,0.900204082,0.059863946,1.09296683,1.09296683,735.14,-4,,,,17779.45778,48.74444444,29.32477148
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T02:00:00Z,,-41.87333333,-16,69.00418875,0.08,1.15707483,0.059931973,1.057792798,1.057792798,732.5555556,-4,,,,17548.81222,48.01444444,31.99118819
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T02:15:00Z,,-41.85,-16,69.3894318,0.08,1.177191781,0.059931507,0.999755621,0.999755621,732.2366667,-4,,,,17814.74667,48.36777778,32.01779325
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T02:30:00Z,,-41.80111111,-16,68.18104891,0.383013699,1.336938776,0.058843537,1.076436626,1.076436626,736.9122222,-4,,,,17724.06667,48.96222222,29.81473758
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T02:45:00Z,,-41.63555556,-16,68.03622821,0.549455782,1.069047619,0.057959184,1.083725666,1.083725666,729.2366667,-4,,,,17615.11556,48.41777778,30.3248788
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T03:00:00Z,,-41.54222222,-16,70.09327075,0.548843537,1.117619048,0.057891156,0.996154847,0.996154847,739.5155556,-4,,,,18200.57556,48.38111111,31.84802609
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T03:15:00Z,,-41.09444444,-16,69.62394025,0.546258503,0.999591837,0.058503401,1.044385007,1.044385007,806.6711111,-4,,,,18381.33778,47.28555556,32.05221874
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T03:30:00Z,,-41.46222222,-16,66.59181193,0.548571429,1.08890411,0.058493151,1.082972925,1.082972925,755.9088889,-4,,,,18191.81333,48.55555556,29.23830682
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T03:45:00Z,,-41.19333333,-16,69.14663271,0.544520548,1.237959184,0.059387755,1.001723615,1.001723615,733.0822222,-4,,,,19269.30333,48.04444444,30.34337898
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T04:00:00Z,,-41.04222222,-16,71.84864106,0.543129252,0.935306122,0.059047619,1.044649626,1.044649626,731.7177778,-4,,,,18134.81889,47.58555556,32.61933382
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T04:15:00Z,,-42.24666667,-15.96333333,79.5694825,1.919387755,1.132585034,3.253469388,1.055597078,1.055597078,734.4155556,-4,,,,17468.51444,48.71888889,33.38469131
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T04:30:00Z,,-42.98777778,-16,84.2033821,3.668435374,1.009387755,3.796917808,1.04966668,1.04966668,730.9011111,-4,,,,17561.64222,49.39333333,32.4843173
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T04:45:00Z,,-42.75777778,-16,85.6560698,3.619251701,0.869657534,3.566258503,1.063427286,1.063427286,733.7344444,-4,,,,17888.13889,48.58222222,34.89242957
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T05:00:00Z,,-42.48777778,-16,86.49950305,3.60760274,1.251632653,3.164557823,1.055006401,1.055006401,747.1088889,-4.012222222,,,,18529.36889,48.69222222,36.09784493
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T05:15:00Z,,-41.49111111,-16,88.70123699,3.509591837,1.068561644,2.979726027,1.012244821,1.012244821,813.6455556,-6.994444444,,,,21858.89778,56.95444444,35.85947353
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T05:30:00Z,,23.88,-16,91.20295108,3.391164384,1.22047619,3.033877551,1.075911146,1.075911146,753.6355556,-7,,,,22241.37111,128.71,38.02226925
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T05:45:00Z,,103.4544444,-15.99666667,93.25406154,3.347959184,1.406258503,3.123809524,1.074671227,1.074671227,736.6233333,-2.417777778,,,,22872.23667,273.7422222,39.09303881
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T06:00:00Z,,-41.07333333,-15.98888889,92.57272177,3.607346939,0.839727891,3.804965986,1.010200284,1.010200284,736.2411111,10.23666667,,,,22863.50556,404.87,38.15192619
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T06:15:00Z,,-68.01666667,-37.30777778,93.12859173,4.518095238,1.010273973,3.805273973,1.078388773,1.078388773,735.9244444,25.96,,,,25143.49556,601.7333333,37.64384761
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T06:30:00Z,,-81.26777778,-48.05777778,108.1178901,4.552260274,0.929047619,3.485306122,0.985866542,0.985866542,840.2188889,58.68444444,,,,24729.22,827.4666667,48.1242285
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T06:45:00Z,,-102.3133333,-68.27555556,114.3395337,4.56122449,1.189455782,3.063401361,0.868239023,0.868239023,948.1344444,78.17777778,,,,24826.78889,1021.803333,56.73271597
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T07:00:00Z,,-94.03333333,-58.62111111,120.6410377,4.56952381,1.107328767,3.038287671,0.8386667,0.8386667,955.9088889,133.7411111,,,,25238.50556,1509.083333,60.94713761
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T07:15:00Z,,-88.80777778,-53.44333333,128.8401848,5.002945205,1.15829932,2.851292517,0.826751996,0.826751996,1040.551111,145.5266667,,,,26923.94549,1643.533927,64.40304242
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T07:30:00Z,,-78.31888889,-41.92444444,129.3894719,5.00047619,1.05047619,3.060272109,0.636634895,0.636634895,922.1622222,195.0155556,,,,28197.62556,2001.957778,66.1701848
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T07:45:00Z,,-57.75777778,-19.66444444,131.3706053,5.002040816,1.15,3.601428571,2.760558331,2.760558331,883.0133333,278.9688889,,,,26411.32333,2734.106667,66.26163761
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T08:00:00Z,,-48.31888889,-9.363333333,136.2899805,4.956190476,1.158027211,3.645616438,9.742301599,9.742301599,867.0377778,313.3255556,,,,26129.05444,2964.373333,64.04462286
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T08:15:00Z,,-36.44333333,3.357777778,140.2033908,4.920340136,0.997465753,3.275646259,10.5638546,10.5638546,863.2777778,359.0888889,,,,27588.21111,3261.392222,66.50678657
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T08:30:00Z,,1.728888889,44.40333333,144.0490341,4.845547945,1.010340136,3.271360544,10.83815912,10.83815912,854.9611111,503.6611111,,,,26608.03556,4553.476667,69.16120412
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T08:45:00Z,,33.40666667,78.66333333,143.7085793,4.573469388,1.469183673,3.377482993,11.03207498,11.03207498,868.8898776,614.4055556,,,,24025.55889,5567.328889,69.22912994
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T09:00:00Z,,86.83666667,135.5166667,146.6703858,4.581904762,1.076938776,3.514897959,14.40657583,14.40657583,997.6822222,794.6344444,,,,23474.34556,6618.552222,69.39448303
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T09:15:00Z,,426.3255556,497.5,145.9574949,4.570612245,1.127671233,3.757739726,11.7017083,11.7017083,994.2166667,1887.651835,,,,16743.91,17855.34,70.71139688
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T09:30:00Z,,497.7822222,575.3222222,146.5569381,4.565986395,1.231428571,3.742993197,15.74273419,15.74273419,904.9888889,2095.154444,,,,16186.97556,18976.63889,69.49447529
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T09:45:00Z,,387.8722222,457.2677778,146.4788695,5.072808219,0.882585034,3.72869863,20.75363632,20.75363632,883.2022222,1817.352222,,,,18566.51,15113.53889,67.07551457
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T10:00:00Z,,93.58777778,142.3833333,155.828726,4.55630137,1.124041096,3.738231293,29.77567819,29.77567819,928.9822222,817.5511111,,,,21990.43667,7421.623333,66.65544378
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T10:15:00Z,,98.06888889,147.3877778,149.9244659,5.321632653,1.141360544,3.747671233,24.8052425,24.8052425,952.2466667,818.8544444,,,,21799.23333,7451.928889,67.29464512
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T10:30:00Z,,51.38222222,97.14555556,142.8193392,6.716506849,1.118287671,3.754693878,21.38453219,21.38453219,1008.845556,668.2888889,,,,23968.16556,6011.925556,63.33918051
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T10:45:00Z,,80.00555556,127.5566667,142.7725844,7.038639456,1.261904762,3.76414966,22.01618873,22.01618873,1021.927778,788.7605791,,,,23155.55222,6750.395556,63.47988604
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T11:00:00Z,,111.7588889,161.54,143.7193412,6.910068027,1.057414966,3.772040816,22.34192096,22.34192096,961.4533333,898.4244444,,,,21750.29222,7647.842222,62.58300884
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T11:15:00Z,,189.2355556,244.3433333,149.3474904,5.213333333,1.10609589,3.766917808,23.34512065,23.34512065,990.5844444,1133.852222,,,,20375.62667,9765.72,61.41192832
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T11:30:00Z,,447.2266667,519.4366667,137.8000381,4.545616438,1.194081633,3.753197279,14.10817555,14.10817555,940.5655556,1997.014444,,,,16744.29111,15557.46444,60.52396774
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T11:45:00Z,,357.0488889,423.4455556,141.8040436,4.536190476,1.165510204,3.729931507,17.00753628,17.00753628,945.4622222,1638.284444,,,,18965.43048,12347.75417,62.07478567
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T12:00:00Z,,225.5833333,283.2122222,144.7770004,4.529041096,1.194931507,3.725306122,17.88352716,17.88352716,937.0555556,1211.996667,,,,21149.22111,10601.39556,62.95821953
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T12:15:00Z,,11.84111111,54.96777778,142.5201053,4.525442177,1.152108844,3.734285714,23.1326269,23.1326269,953.2933333,538.17,,,,23936.42333,4556.434444,61.738185
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T12:30:00Z,,55.39333333,101.1077778,156.0598407,4.527482993,1.412653061,3.75109589,32.59865229,32.59865229,957.0388889,719.9855556,,,,22296.14111,6042.896667,62.73247719
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T12:45:00Z,,109.2988889,158.8344444,141.4970739,4.535821918,0.946575342,3.747346939,20.3852853,20.3852853,1010.726667,897.9566667,,,,21043.62667,7697.131111,63.61340246
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T13:00:00Z,,137.6455556,189.3777778,138.313487,4.534013605,1.297755102,3.757808219,15.57569182,15.57569182,1041.11,975.2111111,,,,22451.41778,8435.848889,61.36867244
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T13:15:00Z,,103.3577778,152.5433333,133.1177094,4.529246575,1.17739726,3.748027211,12.05395156,12.05395156,992.8155556,856.2322222,,,,20785.68,7404.343333,60.9471305
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T13:30:00Z,,91.42444444,139.7577778,143.3428381,4.115136986,1.193493151,3.750890411,23.44033751,23.44033751,961.1666667,842.12,,,,21253.25556,6660.923333,60.85080103
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T13:45:00Z,,136.31,187.7877778,131.211474,0.564897959,1.302260274,3.742945205,13.02342294,13.02342294,964.9777778,961.8955556,,,,20345.14667,8069.283333,62.92899402
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T14:00:00Z,,143.6488889,195.5055556,127.6845105,0.334520548,1.101156463,3.690272109,9.96958855,9.96958855,999.5855556,950.7655556,,,,20990.77667,7878.93,62.97206717
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T14:15:00Z,,246.8822222,306.0222222,125.0172378,0.411428571,1.267414966,3.607142857,10.5071366,10.5071366,1076.05,1285.504444,,,,19213.61556,9832.417778,61.7746436
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T14:30:00Z,,57.34444444,103.7177778,127.4656782,0.20952381,1.064285714,3.603287671,12.45355646,12.45355646,1001.067778,674.8322222,,,,21494.77086,6091.139043,61.33534406
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T14:45:00Z,,33.57888889,77.88666667,131.8903559,0.152671233,1.031917808,3.613401361,21.13053997,21.13053997,1021.541111,620.1644444,,,,22539.89556,5413.941111,57.81524629
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T15:00:00Z,,5.282222222,48.14333333,122.3616297,0.153537415,1.227346939,3.60462585,18.3496073,18.3496073,990.9677778,470.5955556,,,,23021.81667,4582.026667,50.3030174
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T15:15:00Z,,-1.188888889,41.27111111,113.5922161,0.154489796,1.267346939,3.610408163,10.75389144,10.75389144,945.4711111,481.9611111,,,,24303.77,4302.538889,49.06953885
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T15:30:00Z,,-9.93081761,30.68301887,111.535433,0.153197279,1.125306122,3.599931973,11.84844655,11.84844655,833.1266667,434.86,,,,23664.37111,4275.638889,45.96479929
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T15:45:00Z,,4.6,47.15777778,101.5158493,0.154353741,1.186712329,3.603630137,12.51365961,12.51365961,757.9566667,483.1844444,,,,22921.69333,4528.477778,37.92557346
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T16:00:00Z,,-74.46666667,-37.53888889,101.9349169,0.153561644,1.484421769,3.60877551,15.38130538,15.38130538,751.9155556,201.88,,,,23736.91222,2065.1,36.69194273
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T16:15:00Z,,-69.51777778,-31.81222222,114.449327,0.155918367,0.963061224,3.61122449,26.8837157,26.8837157,749.5188889,244.98,,,,23409.14889,2407.51,38.03016919
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T16:30:00Z,,-52.20111111,-13.24333333,98.8874547,0.157142857,1.121972789,3.625068493,10.48605633,10.48605633,747.7311111,310.2433333,,,,22589.62,2931.024444,38.53717085
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T16:45:00Z,,-49.5,-10.16555556,92.49696127,0.157671233,1.210958904,3.618367347,11.82653551,11.82653551,768.1333333,308.2177778,,,,22745.49444,2882.782222,34.56768982
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T17:00:00Z,,-59.27555556,-20.96555556,87.305168,0.15585034,1.215510204,3.620479452,6.794905764,6.794905764,819.7588889,279.3155556,,,,22427.33556,2587.511111,36.05287631
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T17:15:00Z,,-78.70222222,-42.81111111,76.88555187,0.15292517,1.191232877,0.122244898,0.675077834,0.675077834,764.1835373,196.5366667,,,,22837.00778,1934.48,34.38995868
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T17:30:00Z,,-89.34777778,-54.94111111,74.10067744,0.15130137,1.142312925,0.058707483,0.813164423,0.813164423,745.1177778,140.7144444,,,,23168.89556,1517.5,33.20576984
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T17:45:00Z,,-101.8277778,-68.42111111,72.87434439,0.150544218,1.079455782,0.057945205,0.886121603,0.886121603,744.5755556,82.06777778,,,,23249.64556,1051.28,31.28371671
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T18:00:00Z,,-107.2144444,-74.95666667,73.74410461,0.151917808,1.046712329,0.058095238,1.014708125,1.014708125,741.9477778,38.39555556,,,,23574.55778,682.92,32.28630627
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T18:15:00Z,,-103.8922222,-73.20555556,75.47944443,0.151020408,1.123129252,0.058571429,1.064431508,1.064431508,741.7511111,9.044444444,,,,23580.32556,411.7166667,33.74710767
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T18:30:00Z,,-61.41444444,-35.67888889,71.13358317,0.151438356,0.960958904,0.05890411,1.035251744,1.035251744,740.1822222,-6.471111111,,,,22757.95333,245.9633333,30.93186472
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T18:45:00Z,,-41.47444444,-16,66.09995099,0.265034014,1.126666667,0.059183673,1.042642115,1.042642115,770.1922222,-7,,,,20110.09667,108.6611111,28.32781291
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T19:00:00Z,,-41.25777778,-16,69.98115597,0.69585034,1.166506849,0.058150685,1.052491087,1.052491087,805.2233333,-4.298888889,,,,19826.6,46.32555556,30.04522276
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T19:15:00Z,,-40.7,-16,70.60873148,0.71,1.528231293,0.057959184,1.002005889,1.002005889,743.9611111,-4,,,,20951.96444,69.42222222,31.21792682
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T19:30:00Z,,-40.94555556,-16,70.39695677,0.696938776,1.194081633,0.05760274,1.012454668,1.012454668,741.9833333,-4,,,,20896.24556,47.54888889,30.04473683
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T19:45:00Z,,-41.82444444,-16,66.96893757,0.62,0.95,0.059251701,1.088966867,1.088966867,740.63,-4,,,,20917.34,48.37666667,28.39557774
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T20:00:00Z,,-41.93888889,-16,69.56859803,0.620136054,1.188231293,0.058707483,1.012936381,1.012936381,742.3188889,-4,,,,20914.16667,48.56444444,30.43474971
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T20:15:00Z,,-41.71222222,-16,70.58785263,0.62,1.118561644,0.058835616,1.022345916,1.022345916,741.4155556,-4,,,,20571.44889,48.15555556,31.15807988
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T20:30:00Z,,-41.81555556,-16,68.57817093,0.352328767,1.17122449,0.060068027,1.078456372,1.078456372,740.7733333,-4,,,,22933,48.37555556,29.36184365
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T20:45:00Z,,-41.90333333,-16,66.97841805,0.156326531,1.10755102,0.06,1.024021008,1.024021008,785.1077778,-4,,,,20233.21889,48.36333333,28.27088983
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T21:00:00Z,,-41.96222222,-16,68.98004228,0.183356164,1.213630137,0.059931973,1.02600121,1.02600121,791.7822222,-4,,,,18410.83333,48.59777778,30.53039241
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T21:15:00Z,,-41.90111111,-16,69.14977573,0.24,1.055578231,0.06,1.056198586,1.056198586,747.6744444,-4,,,,17651.93667,48.79,31.05215029
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T21:30:00Z,,-41.98111111,-16,66.14845468,0.169383562,0.927808219,0.06,1.055105872,1.055105872,739.1566667,-4,,,,17661.24667,48.76666667,28.73867848
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T21:45:00Z,,-41.97111111,-16,67.25307177,0.155102041,1.344761905,0.06,1.025179876,1.025179876,739.5388889,-4,,,,17749.15,48.69111111,29.30477238
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T22:00:00Z,,-41.69,-16,68.41708857,0.154315068,0.95,0.06,1.049294169,1.049294169,741.0477778,-4,,,,17658.42556,48.23666667,31.16197021
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T22:15:00Z,,-41.77,-16,67.55945281,0.154217687,1.570136054,0.06,1.026949716,1.026949716,730.06,-4,,,,17930.14,48.48777778,29.52161555
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T22:30:00Z,,-41.74333333,-16,67.02372559,0.154217687,1.157891156,0.06,1.042942952,1.042942952,743.0788889,-4,,,,18096.94111,48.5,28.25505891
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T22:45:00Z,,-41.56777778,-16,68.28644593,0.153129252,0.922123288,0.06,1.047507265,1.047507265,797.8933333,-4,,,,18220.00111,48.32666667,31.14903389
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T23:00:00Z,,-41.67222222,-16,68.28075508,0.153424658,1.279863946,0.059931973,1.003127257,1.003127257,784.9611111,-4,,,,17786.61,48.66777778,30.76999367
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T23:15:00Z,,-41.58666667,-16,66.70808586,0.154761905,1.079183673,0.06,1.057700675,1.057700675,752.63,-4,,,,18191.10889,48.3,28.87902393
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T23:30:00Z,,-41.87111111,-16,67.05111902,0.15537415,1.157006803,0.06,1.055459241,1.055459241,745.3033333,-4,,,,19513.17778,48.37111111,29.68146863
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-01T23:45:00Z,,-41.94222222,-16,68.90438132,0.156712329,1.066712329,0.06,1.005901096,1.005901096,745.25,-4,,,,17988.03889,48.55888889,31.2239955
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-02T00:00:00Z,,-41.94,-16,68.75243895,0.155986395,1.123945578,0.06,1.033163828,1.033163828,746.0544444,-4,,,,18502.72111,48.50111111,30.41767793
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-02T00:15:00Z,,-41.93111111,-16,65.30118229,0.157619048,0.996438356,0.059931507,1.089541003,1.089541003,746.9688889,-4,,,,18020.11,48.60111111,28.25656762
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-02T00:30:00Z,,-41.89777778,-16,67.58708001,0.156369863,1.028163265,0.06,1.001621541,1.001621541,749.9877778,-4,,,,17718.65111,48.43888889,29.96247216
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-02T00:45:00Z,,-41.83,-16,68.91262262,0.154897959,1.15755102,0.059795918,1.032532249,1.032532249,811.5466667,-4,,,,17574.33111,48.76555556,30.92817446
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-02T01:00:00Z,,-41.80777778,-16,68.01313413,0.155102041,0.993469388,0.059931973,1.074326201,1.074326201,773.5444444,-4,,,,17910.43667,48.23555556,30.02927971
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-02T01:15:00Z,,-41.79,-16,66.26605469,0.155714286,1.290684932,0.06,1.011188928,1.011188928,750.6533333,-4,,,,17764.10778,48.37888889,28.60775775
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-02T01:30:00Z,,-41.83111111,-16,69.27653016,0.155578231,1.381904762,0.06,1.039529845,1.039529845,746.9033333,-4,,,,17741.66111,48.71333333,30.48113229
2021-08-31T22:00:00Z,2021-09-30T22:00:00Z,2021-09-02T01:45:00Z,,-41.92555556,-16,68.80402016,0.156027397,0.91755102,0.06,1.053758199,1.053758199,742.7866667,-4,,,,18042.91222,48.93666667,31.16707564
